ID;Kitab;Sanad;Matan
941;Musnad Syafi'i 941;"Malik mengabarkan kepada kami dari Hisyam bin Urwah, dari ayahnya, ia mengatakan: Dahulu seorang lelaki bila telah menceraikan istrinya, ia dapat merujuknya sebelum si istri menghabiskan iddah. Hal tersebut diperbolehkan baginya, sekalipun ia menceraikannya sebanyak seribu kali. Lalu ada seorang lelaki dengan sengaja menceraikan istrinya, kemudian menangguhkannya sampai masa iddahnya hampir habis; ia merujuknya kembali, lalu menceraikannya lagi, dan lelaki itu berkata,";"Demi Allah, aku tidak akan memberikan tempat kepadamu, dan kamu tidak akan halal selama-lamanya."" Maka Allah  menurunkan firman-Nya, ""Thalak yang boleh dirujuk itu adalah dua kali. Setelah itu boleh rujuk lagi dengan cara yang makruf atau menceraikan dengan cara yang baik"" (Qs. Al Baqarah [2]: 229) Maka orang-orang menerima ketentuan thalak yang baru. Di antara mereka yang telah menceraikan istrinya, maka mereka menceraikannya; dan ada pula di antara mereka yang tidak menceraikannya (yakni: Rujuk kembali). 189"
942;Musnad Syafi'i 942;Sufyan mengabarkan kepada kami dari Az-Zuhri, dari Urwah, dari Aisyah bahwa Urwah pernah mendengarnya Istri Rifa'ah -yakni Al Qurazhi- datang kepada Rasulullah , lalu berkata,;"Sesungguhnya aku menjadi istri Rifa'ah, kemudian ia menceraikanku hingga thalakku habis, sesudah itu aku kawin dengan Abdurrahman bin Zubair. Dan sesungguhnya apa yang dia miliki hanyalah seperti ujung baju."" Maka Rasulullah  tersenyum, lalu bersabda, ""'Apakah kamu hendak kembali kepada Rifa'ah? Tidak boleh sebelum kamu merasakan madunya dan ia pun merasakan madumu."" Ketika itu Abu Bakar berada di samping Nabi , sedangkan Khalid bin Sa'id bin Ash berada di pintu menunggu untuk diberi izin masuk, lalu ia berseru, ""Hai Abu Bakar! Apakah engkau mendengar apa yang dikatakan wanita ini di sisi Rasulullah ?""190"
943;Musnad Syafi'i 943;"Abdul Majid bin Abdul Aziz mengabarkan kepada kami dari Ibnu Juraij bahwa Abu Az-Zubair mengabarkan kepadaku; ia pernah mendengar Abdullah bin Aimun bertanya kepada Abdullah bin Amr, sedangkan Abu Az-Zubair mendengarkannya,";"Bagaimana pendapatmu mengenai seorang lelaki menceraikan istrinya yang sedang haid?"" Abdullah bin Amr menjawab, ""Di masa Nabi . Abdullah bin Umar pernah menceraikan istrinya yang sedang haid, maka Umar menanyakan hal tersebut kepada Rasulullah  dan beliau menjawab, 'Perintahkanlah kepadanya agar merujuk istrinya' Ternyata Nabi  mengembalikannya kepadaku dan tidak menganggap perceraian itu. Beliau bersabda, 'Apabila istrinya telah suci, ia boleh menceraikan istrinya atau tetap memegangnya sebagai istri'."" 191"
944;Musnad Syafi'i 944;Malik mengabarkan kepada kami dari Nafi', dari Ibnu Umar: Ibnu Umar menceraikan istrinya yang sedang haid di zaman Nabi , maka Umar menanyakan hal tersebut kepada Rasulullah  dan beliau bersabda, “Perintahkanlah ia agar merujuk istrinya, kemudian menahannya hingga suci, kemudian haid lagi sampai suci kembali. Setelah itu jika ia hendak menceraikannya, ia boleh melakukannya sebelum menggaulinya Yang demikian itu merupakan iddah yang diperintahkan Allah  terhadap wanita yang diceraikan;192
945;Musnad Syafi'i 945;Muslim bin Khalid mengabarkan kepada kami dari Ibnu Juraij: Bahwa mereka mengirim utusan kepada Nafi' untuk menanyakan kepadanya,;"Apakah thalak yang dijatuhkan oleh Ibnu Umar di masa Nabi  itu dimasukkan dalam hitungan?"" Nafi' menjawab, ""Ya."" 193"
946;Musnad Syafi'i 946;Malik menceritakan kepada kami dari Nafi', dari Ibnu Umar  bahwa Rasulullah  telah bersabda, “Barangsiapa yang memerdekakan bagian miliknya dalam diri seorang budak sedangkan ia memiliki harta yang cukup untuk menutupi sisa harga budak, hendaklah ia menaksir harga budak lalu menutupi bagian teman- teman perserikatannya dan memerdekakan budak secara utuh. Jika ia tidak melakukan ini, berarti ia hanya memperoleh pahala dari bagian yang dimerdekakannya.;194
947;Musnad Syafi'i 947;Sufyan mengabarkan kepada kami dari Amr bin Dinar, dan Salim bin Abdullah, dari ayahnya bahwa Rasulullah  telah bersabda,;"Siapapun yang budaknya menjadi milik dua orang, lalu salah seorang di antaranya memerdekakan bagiannya; jika ia kaya, hendaklah ia menaksir budaknya dengan harga yang tinggi atau dengan harga yang pertengahan, tidak terlalu murah dan tidak terlalu mahal, kemudian hendaklah ia menutupi bagian temannya —agar budak yang bersangkutan merdeka sepenuhnya—""195"
948;Musnad Syafi'i 948;"Abdul Majid mengabarkan kepada kami dari Ibnu Juraij, Qais bin Sa'd mengabarkan kepadaku; Ia pernah mendengar Makhul mengatakan: Aku pernah mendengar Ibnu Al Musayyab berkata,";"Seorang wanita atau seorang lelaki memerdekakan 6 orang budak miliknya, sedangkan ia tidak memiliki harta selain dari budak-budak itu."" Maka Nabi  datang untuk memutuskan hal tersebut, lalu beliau melakukan undian di antara keenam orang budak tersebut dan memerdekakan sepertiganya. Asy-Syafi'i  mengatakan bahwa hal itu terjadi di saat orang yang memerdekakan sakit keras yang membawa pada kematiannya.  Asy-Syafi'i  mengatakan bahwa hal itu terjadi di saat orang yang memerdekakan sakit keras yang membawa pada kematiannya. 196"
949;Musnad Syafi'i 949;Abdul Wahab mengabarkan kepada kami dari Ayub, dari Abu Qilabah, dari Abu Al Muhallab, dari Imran bin Hushain: Bahwa seorang lelaki dari kalangan Anshar berwasiat di saat hendak meninggal dunia, yaitu memerdekakan 6 orang budak, sedangkan dia tidak mempunyai harta selain dari keenam orang budak itu. Atau Imran bin Hushain berkata,;"Dia memerdekakan 6 orang budaknya di saat akan meninggal dunia, sedangkan ia tidak memiliki harta selain keenam orang budak itu."" Ketika hal tersebut sampai kepada Nabi , maka beliau mengecam hal tersebut dengan kata-kata keras, kemudian memanggil mereka dan membagi mereka menjadi 3 kelompok. Setelah itu beliau melakukan undian di antara mereka, maka beliau memerdekakan 2 orang dan menetapkan 4 orang lainnya menjadi budak. 197"
950;Musnad Syafi'i 950;Malik bin Anas mengabarkan kepada kami dari Ibnu Syihab, dari Ibnu Al Musayyab dan Abu Salamah, dari Abu Hurairah  bahwa Rasulullah  telah bersabda,;"Hewan yang terperosok di tanah galian, penggalinya tidak menanggungnya.""198"
951;Musnad Syafi'i 951;Malik bin Anas mengabarkan kepada kami dari Ibnu Syihab, dari Haram bin Sa'id bin Muhaishah: Unta milik Al Bara' bin Azib memasuki sebuah kebun milik suatu kaum, lalu unta itu merusaknya. Kemudian Rasulullah  memutuskan bahwa pemilik harta diwajibkan menjaganya di siang hari, sedangkan apa yang dirusak oleh ternak di malam hari, pemilik ternaklah yang menanggung kerugiannya.199;
952;Musnad Syafi'i 952;Ayub bin Suwaid mengabarkan kepada kami, Al Auza'i menceritakan kepada kami dari Az-Zuhri, dari Haram bin Muhaishah, dari Al Bara' bin Azib: Bahwa Unta milik Al Bara bin Azib memasuki sebuah kebun milik seorang lelaki dari kalangan Anshar, lalu unta itu merusak semua yang ada di dalam kebun. Maka Rasulullah  memutuskan bahwa para pemilik kebun diwajibkan menjaganya di siang hari, dan pemilik ternak diwajibkan mengganti kerugian yang dirusak oleh ternaknya di malam hari. 200;
953;Musnad Syafi'i 953;Abdul Aziz Ad-Darawardi mengabarkan kepada kami dari Ja'far bin Muhammad, dari ayahnya, dari Jabir bin Abdullah, ia mengatakan: Rasulullah  bermukim di Madinah selama 9 tahun tanpa berhaji, kemudian beliau menyerukan kepada orang-orang di Madinah untuk melakukan ibadah haji, maka mereka berangkat dan Rasulullah  juga berangkat, kami pun ikut berangkat bersama mereka. Kami tidak mengetahui selain ibadah haji dan kami berangkat demi menemaninya, sedangkan Rasulullah  berada di tengah- tengah kami. Al Qur'an turun kepada beliau, sedangkan beliau lebih mengetahui takwilnya, dan kami mengerjakan apa yang diperintahkannya. Akhirnya kami tiba di Makkah. Ketika Rasulullah  telah melakukan thawaf di Baitullah dan sa'i di Shafa dan Marwah, beliau bersabda,;"Barangsiapa yang tidak membawa hadyu, hendaklah ia menjadikannya sebagai umrah. Seandainya aku mengetahui apa yang akan terjadi sekarang; niscaya aku tidak akan membawa hadyu dan niscaya aku akan menjadikannya sebagai umrah.""201"
954;Musnad Syafi'i 954;"Sufyan mengabarkan kepada kami dari Ibnu Thawus dan Ibrahim bin Maisarah, keduanya pernah mendengar Thawus mengatakan: Nabi  pernah berangkat (ke Makkah) tanpa menyebutkan niat haji dan juga umrah karena menunggu keputusan (dari Allah ). Thawus melanjutkan kisahnya: Ketika Nabi  sedang melakukan sa'i di antara Shafa dan Marwah, turunlah wahyu kepadanya. Maka beliau memerintahkan kepada para sahabatnya; Bahwa barangsiapa di antara mereka yang telah berihram untuk haji, sedangkan ia tidak membawa hadyu, hendaklah ia menjadikannya sebagai umrah. Lalu beliau bersabda,";"Seandainya aku mengetahui perkaraku yang akan terjadi sekarang, niscaya aku tidak akan membawa hadyu. Akan tetapi, ternyata aku tetap membiarkan rambut kepalaku dan menggiring hadyuku. Tidak ada jalan lain bagiku kecuali aku harus menyembelih hadyu."" Lalu berdirilah Suraqah bin Malik dan bertanya, ""Wahai Rasulullah! Berilah kami keputusan sebagaimana keputusan untuk suatu kaum yang seakan-akan mereka baru dilahirkan hari ini. Apakah umrah kita ini hanya untuk tahun sekarang saja atau untuk selama-lamanya?"" Nabi  menjawab, 'Tidak, bahkan untuk selama-lamanya Ibadah umrah masuk ke dalam ibadah haji sampai hari Kiamat. Thawus berkata lagi: — Sesudah itu— datanglah Ali dari negeri Yaman, maka Nabi SAW bertanya kepadanya, yang maksudnya, ""Ihram apakah yang kamu lakukan?"" Salah seorang dari keduanya (Ibnu Thawus dan Ibrahim bin Maisarah) mengatakan: Aku katakan, ""Labbaika dengan niat ikhram seperti yang dilakukan Nabi SAW."" Sedangkan yang lainnya mengatakan, “Labbaika dengan ibadah haji seperti haji yang dilakukan oleh Nabi SAW."""
955;Musnad Syafi'i 955;Malik mengabarkan kepada kami dari Abdurrahman bin Al Qasim, dari ayahnya, dari Aisyah : Bahwa Rasulullah  melakukan haji Ifrad. 203;
956;Musnad Syafi'i 956;Sufyan mengabarkan kepada kami dari Az-Zuhri, dari Urwah, dari Aisyah , ia mengatakan: Rasulullah  melakukan ihlal (ihram) dengan niat ibadah haji.204;
957;Musnad Syafi'i 957;Malik mengabarkan kepada kami dari Nafi', dari Ibnu Umar, dari Hafshah : Bahwa ia pernah bertanya,;"Wahai Rasulullah! Apakah yang dilakukan oleh orang-orang itu, mereka bertahallul setelah umrah, sedangkan engkau sendiri tidak bertahallul dari umrahmu?"" Nabi  menjawab, ""Sesungguhnya aku telah meminyaki rambutku dan menandai hadyu-ku, maka aku tidak akan bertahallul sebelum menyembelihnya.""205"
958;Musnad Syafi'i 958;Orang yang dipercaya mengabarkan kepada kami dari Hammad, dari Yahya bin Sa'id, dari Abu Umamah bin Sahi bin Hunaif, dari Utsman  bahwa Rasulullah  pernah bersabda,;"Tidak halal membunuh seorang muslim kecuali karena salah satu di antara ketiga perkara berikut"" hingga akhir hadis. 206"
959;Musnad Syafi'i 959;Abdul Aziz bin Muhammad menceritakan kepada kami dari Muhammad bin Amr, dari Abu Salamah, dari Abu Hurairah  bahwa Rasulullah  pernah bersabda,;"Aku masih terus memerangi orang-orang hingga mereka mengucapkan, 'Tidak Tuhan selain Allah'. Apabila mereka mau mengucapkannya, berarti mereka telah memelihara darah dan harta benda mereka kecuali dengan alasan yang hak, sedangkan perhitungan mereka berada pada Allah'.""207"
960;Musnad Syafi'i 960;Yahya bin Hisan mengabarkan kepada kami dari Al-Laits, dari Ibnu Syihab, dari Atha' bin Yazid Al-Laits, dari Ubaidillah bin Adi bin Al Khiyar, dari Al Miqdad, ia mengabarkan kepadanya: Bahwa ia pernah bertanya, ''Wahai Rasulullah, bagaimanakah pendapatmu jika aku menjumpai seorang lelaki dari kalangan orang- orang kafir, lalu ia memerangiku dan memukul salah satu tanganku hingga putus. Kemudian ia berlindung dari kejaranku ke sebuah pohon, lalu ia mengatakan, 'Aku masuk Islam karena Allah'. Apakah aku boleh membunuhnya, wahai Rasulullah, sesudah ia menyatakan keislamannya?;"Rasulullah  bersabda, ""Janganlah kamu membunuhnya!"" Aku bertanya, ""Wahai Rasulullah, sesungguhnya dia telah memotong tanganku, kemudian ia mengucapkan kalimat tersebut sesudah memotongnya, bolehkah aku membunuhnya?"" Rasulullah  menjawab, ""Janganlah kamu membunuhnya. Jika kamu membunuhnya, sesungguhnya ia sama dengan kedudukannya sebelum kamu membunuhnya; dan sesungguhnya kamu sama kedudukannya sebelum ia mengucapkan kalimat yang telah dikatakannya itu.""208"
961;Musnad Syafi'i 961;Ibnu Uyainah mengabarkan kepada kami dari Ayub, dari Abu Qilabah, dari Tsabit bin Dhahak bahwa Rasulullah  pernah bersabda,;"Barangsiapa yang membunuh dirinya sendiri dengan sesuatu di dunia, maka ia akan diadzab di hari Kiamat dengan benda itu.""209"
962;Musnad Syafi'i 962;"Ibrahim bin Muhammad mengabarkan kepada kami dari Jafar bin Muhammad, dari ayahnya, dari kakeknya, ia mengatakan: Pada pegangan pedang Rasulullah  terdapat tulisan yang bunyi; Bahwa manusia yang paling dimusuhi oleh Allah  ialah orang yang membunuh selain pelaku pembunuhan, dan orang yang memukul selain pelaku pemukulan. Barangsiapa yang menjadikan hak wala' bukan kepada tuan-tuannya, berarti ia telah ingkar terhadap apa yang telah diturunkan oleh Allah  kepada Muhammad .210";
963;Musnad Syafi'i 963;Ibnu Uyainah mengabarkan kepada kami dari Muhammad bin Ishaq, ia mengatakan: Aku pernah bertanya kepada Abu Ja'far Muhammad bin Ali mengenai shahifah (lembaran) yang terdapat di dalam sarung pedang Rasulullah , maka ia menjawab,;"Di dalamnya tertuliskan, 'Semoga Allah melaknat pembunuh selain pelaku pembunuhan, pemukul selain pelaku pemukulan; dan barangsiapa yang menyerahkan hak wala' bukan kepada tuannya, berarti ia telah ingkar terhadap apa yang telah diturunkan oleh Allah  kepada Muhammad '."" 211"
964;Musnad Syafi'i 964;Sufyan mengabarkan kepada kami dari Ibnu Abu Laila, dari Al Hakam atau dari Isa bin Abu Laila, dari Abu Laila, ia mengatakan: Rasulullah  pernah bersabda,;"Barangsiapa membunuh seorang mukmin, maka dikenakan hukum qishash dengan tangan yang terikat, kecuali wali dari si terbunuh merelakannya. Barangsiapa menghambat terlaksananya qishash ini, maka laknat Allah dan murka-Nya menimpa dirinya, amal wajib dan amal sunahnya tidak diterima darinya.""212"
965;Musnad Syafi'i 965;Ibnu Uyainah mengabarkan kepada kami dari Abdul Malik bin Sa'id bin Abjar, dari Ayad bin Laqith, dari Abu Rimtsah, ia mengatakan: Aku masuk menemui Rasulullah , maka ayahku melihat apa yang ada di punggung beliau, lalu ia berkata,;"Biarkanlah aku mengobati penyakit yang ada pada punggungmu ini, karena sesungguhnya aku adalah seorang tabib."" Rasulullah  bertanya, ""Siapakah orang yang bersamamu ini?"" Ayahku berkata kepadanya, ""Anakku."" Beliau bersabda, ""Saksikanlah ia."" Beliau bersabda pula ""Ingatlah, ia tidak akan berbuat jahat terhadapmu; dan kamu tidak akan berbuat jahat terhadapnya.""213"
966;Musnad Syafi'i 966;Ibnu Uyainah mengabarkan kepada kami dari Ali bin Zaid, dari Ibnu Jad'an, dari Al Qasim bin Rabi'ah, dari Ibnu Umar bahwa Rasulullah  pernah bersabda,;"Ingatlah bahwa dalam kasus pembunuhan sengaja tetapi tersalah dengan memakai cambuk dan tongkat; diyatnya diberatkan 100 ekor unta; 40 ekor di antaranya unta khalfah yang di dalam perutnya terdapat anaknya (sedang mengandung).""214"
967;Musnad Syafi'i 967;Ats-Tsaqafi mengabarkan kepada kami dari Khalid Al Hadzdza, dari Al Qasim bin Rabi'ah, dari Uqbah bin Aus, dari seorang lelaki sahabat Nabi  tentang hadis yang semisal. 215;
968;Musnad Syafi'i 968;Mu'adz bin Musa mengabarkan kepada kami dari Bukair bin Ma'ruf, dari Muqatil bin Habban. Muqatil mengatakan: Bahwa ia telah mengambil tafsir ini dari sejumlah hufazh yang antara lain ialah Mu'adz, Mujahid, Al Hasan dan Dhahak bin Muzahim sehubungan dengan firman Allah ,;"Maka barangsiapa yang mendapat suatu pemaafan dari saudaranya, hendaklah (yang memaafkan) mengikuti dengan cara yang baik..."" (Qs. Al Baqarah [2]: 178) Muqatil berkata, “Dahulu telah ditetapkan atas ahli Taurat bahwa barangsiapa yang membunuh seseorang bukan karena qishash, maka ia harus dihukum qishash, dan tidak ada pemaafan baginya serta tidak diterima apapun darinya, termasuk diyat. Difardhukan atas ahli Injil bahwa si pembunuh dimaafkan dan tidak dibunuh (hukum mati). Diberikan rukhshah (dispensasi) bagi umat Muhammad ; jika suka, boleh melakukan qishash, boleh mengambil diyatnya, boleh pula memaafkan si pembunuh. Yang demikian itu berdasarkan firman Allah SWT, 'Yang demikian itu adalah suatu keringanan dari Rabb kalian dan suatu rahmat' (Qs. Al Baqarah [2]: 178) Diyat dikatakan sebagai keringanan karena pelakunya tidak dihukum mati. Kemudian Allah SWT berfirman, “Barangsiapa yang melampaui batas sesudah itu. maka baginya siksa yang pedih' (Qs. Al Baqarah [2]: 178) Barangsiapa yang membunuh (si pembunuh) sesudah mengambil diyat (darinya), maka baginya siksa yang pedih. Kemudian Allah  berfirman, 'Dan di dalam qishash itu ada (jaminan kelangsungan) hidup bagi kalian, hai orang-orang yang berakal'. (Qs. Al Baqarah [2]: 179) Disebutkan bahwa bagi kalian dalam hukum qishash terkandung jaminan kelangsungan hidup. Karena ada hukum qishash. maka sebagian dari kalian tidak berani melakukan pembunuhan terhadap sebagian yang lain karena takut akan dikenai hukuman mati sebagai qishashnya."" 216"
969;Musnad Syafi'i 969;Sufyan bin Uyainah mengabarkan kepada kami dari Amr bin Dinar, ia mengatakan: Aku pernah mendengar Mujahid mengatakan: Aku pernah mendengar Ibnu Abbas berkata,;"Dahulu di kalangan Bani Israil terdapat hukum qishash, tetapi di kalangan mereka tidak ada diyat, maka Allah  berfirman kepada umat ini, 'Diwajibkan atas kalian qishash berkenaan dengan orang-orang yang dibunuh, orang merdeka dengan orang merdeka, hamba dengan hamba, dan wanita dengan wanita. Maka barangsiapa yang mendapat suatu pemaafan dari saudaranya, hendaklah (yang memaafkan) mengikuti dengan cara yang baik, dan hendaklah (yang diberi maaj) membayar (diyat) kepada yang memberi maaf dengan cara yang baik (pula). Yang demikian itu adalah suatu keringanan dari Rabb kalian dan suatu rahmat'. Dibandingkan dengan apa yang telah diwajibkan atas orang-orang sebelum kalian, 'Barangsiapa yang melampaui batas sesudah itu, maka baginya siksa yang sangat pedih'."" (Qs. Al Baqarah [2]: 178)"
970;Musnad Syafi'i 970;Muhammad bin Ima'il bin Fudaik mengabarkan kepada kami,dari Ibnu Abu Dzi'b, dari Sa'id Al Maqburi, dari Abu Syuraij Al Ka'bi, bahwa Rasulullah  pernah berkata,;"Sesungguhnya Allah mengharamkan Makkah dan bukan manusia yang mengharamkannya, Maka tidak halal bagi orang yang beriman kepada Allah dan hari akhir untuk menumpahkan darah dan tidak pula mematahkan ranting pohon, jika seseorang diberi keringanan, lalu ia berkata, 'telah dihalalkan bagi Rasulullah', maka sesungguhnya Allah menghalalkannya bagiku dan tidak dihalalkan bagi manusia, dan juga dihalalkan bagiku hanya sesaat di siang hari, kemudian ia menjadi haram lagi seperti keharamannya pada hari kemarin, kemudian kalian wahai Khuza'ah, kalian telah mengatakan tentang pembunuh ini dari Hudzail, dan aku demi Allah sebagai penebus diyatnya, dan barang siapa setelah itu terbunuh, maka keluarganya memiliki dua pilihan, jika ia mau boleh membunuh balik, dan jika ia mau boleh mengambil diyat.""218"
